time,lastnum,result,maximumRoll,maximum,minimum
100,3352,end,99,3352,2777
100,2852,end,19,3134,2696
100,2938,end,53,3153,2836
100,2438,end,0,3010,2414
100,2999,end,72,3089,2832
100,2705,end,22,3003,2567
100,3088,end,93,3217,2800
100,2736,end,9,3013,2676
100,2236,end,2,2996,2221
100,2660,end,1,2975,2394
100,3238,end,98,3308,2854
100,2554,end,1,3000,2506
100,2598,end,3,2968,2435
100,3032,end,90,3152,2695
100,2949,end,36,3144,2894
100,2683,end,18,3022,2580
100,2697,end,10,3004,2555
100,3369,end,90,3400,2940
100,2754,end,11,3043,2521
100,2973,end,77,3145,2781
100,2869,end,66,2996,2706
100,2828,end,21,3123,2673
100,3099,end,85,3104,2758
100,2831,end,63,3047,2775
100,2789,end,69,3146,2737
100,2785,end,16,3036,2660
100,3110,end,99,3110,2709
100,2959,end,97,3005,2655
100,3323,end,49,3421,2930
100,3179,end,96,3319,2930
100,3200,end,31,3356,2930
100,2614,end,15,3054,2510
100,2733,end,5,2982,2580
100,3140,end,96,3189,2799
100,2585,end,0,2930,2540
100,2420,end,0,2990,2396
100,3196,end,93,3263,2930
100,2750,end,12,3079,2611
100,3101,end,74,3125,2687
100,2535,end,5,3048,2445
100,2913,end,39,3209,2841
100,2444,end,2,2996,2444
100,2393,end,0,3010,2247
100,3084,end,84,3175,2819
100,2878,end,83,3089,2767
100,2918,end,13,3139,2828
100,3279,end,33,3385,2930
100,2893,end,20,3174,2796
100,2895,end,5,3063,2694
time,lastnum,result,maximumRoll,maximum,minimum
100,3021,end,82,3406,2930
100,2952,end,1,2954,2648
100,2927,end,13,3070,2656
100,3000,end,32,3278,2930
100,2817,end,13,2971,2657
100,2920,end,40,3060,2617
100,3310,end,94,3324,2820
100,2953,end,30,3067,2691
100,3023,end,45,3204,2900
100,3098,end,75,3323,2877
100,2845,end,15,3139,2845
100,2550,end,4,2972,2383
100,3207,end,97,3253,2926
100,2747,end,14,3086,2613
100,2932,end,87,3093,2852
100,2781,end,2,2982,2640
100,2721,end,53,3136,2721
100,2397,end,6,2940,2275
100,2936,end,36,3107,2756
100,3093,end,67,3182,2719
100,2965,end,44,3283,2892
100,2713,end,32,2992,2593
100,3032,end,42,3264,2835
100,2720,end,2,2996,2612
100,3394,end,83,3423,2860
100,2391,end,19,3110,2391
100,3122,end,73,3211,2869
100,3282,end,95,3356,2919
100,2971,end,32,3210,2800
100,2726,end,41,3091,2705
100,2685,end,22,3251,2645
100,3087,end,89,3235,2930
100,2626,end,6,3034,2602
100,2895,end,5,3027,2700
100,2870,end,1,3020,2776
100,2879,end,30,3105,2844
100,3043,end,75,3252,2780
100,2948,end,37,3163,2840
100,2883,end,28,3046,2638
100,3038,end,99,3038,2777
100,2808,end,10,3153,2696
100,2789,end,9,3103,2750
100,2918,end,25,3211,2691
100,2999,end,47,3124,2916
100,2331,end,1,2972,2331
100,2239,end,6,3048,2239
100,3192,end,99,3192,2728
100,2935,end,89,3114,2713
100,2691,end,54,3050,2663
100,2973,end,76,3248,2832
100,3190,end,99,3190,2869
100,3129,end,93,3133,2827
100,2975,end,12,3143,2887
100,2811,end,74,3087,2758
100,2829,end,0,3010,2627
100,2627,end,1,2975,2603
100,3377,end,99,3377,2930
100,3070,end,91,3202,2910
100,2690,end,3,2990,2501
100,2851,end,29,3056,2737
100,2723,end,11,3078,2591
100,2865,end,85,3041,2694
100,3383,end,52,3413,2929
100,2823,end,12,3064,2688
100,2952,end,34,3236,2928
100,2804,end,28,3259,2682
100,3054,end,71,3224,2897
100,2723,end,14,3041,2661
100,2682,end,0,2930,2587
100,2778,end,29,3102,2674
100,2916,end,41,3184,2844
100,2466,end,0,3010,2466
100,2882,end,60,3211,2797
100,2728,end,23,3150,2624
100,3326,end,95,3344,2898
100,2806,end,5,3071,2806
100,2554,end,0,2990,2508
100,2826,end,43,3075,2702
100,2717,end,41,3146,2526
100,2376,end,2,3004,2320
100,3166,end,95,3215,2912
100,2930,end,34,3164,2930
100,3245,end,66,3340,2894
100,2543,end,10,3075,2454
100,2947,end,42,3244,2897
100,3002,end,39,3173,2848
100,2734,end,0,3010,2734
100,3077,end,63,3263,2930
100,2625,end,0,2990,2537
100,2656,end,28,3205,2608
100,3129,end,67,3192,2778
100,3010,end,35,3138,2884
100,2818,end,20,3036,2678
100,2975,end,26,3074,2785
100,3277,end,99,3277,2759
100,3296,end,92,3384,2910
100,3085,end,71,3146,2877
100,2713,end,0,3010,2551
100,2844,end,56,3134,2711
100,2984,end,90,3103,2869
time,lastnum,result,maximumRoll,maximum,minimum
100,3347,end,34,3414,2925
100,2342,end,13,3085,2124
100,2244,end,4,3026,2166
100,3092,end,51,3343,2803
100,3059,end,97,3132,2407
100,2190,end,20,2982,2154
100,2417,end,62,2960,2375
100,2614,end,0,2895,2240
100,3626,end,98,3731,2669
100,2125,end,2,2910,2125
100,2584,end,10,3109,2209
100,2812,end,55,3334,2744
100,2476,end,15,3054,2446
100,2781,end,51,3363,2682
100,3074,end,25,3453,2895
100,3175,end,86,3513,2683
100,2436,end,19,2966,2427
100,2519,end,24,3181,2462
100,3507,end,69,3974,2910
100,3003,end,31,3199,2685
100,3099,end,69,3298,2895
100,2481,end,1,2927,2254
100,3170,end,85,3490,2716
100,2942,end,83,3194,2528
100,2683,end,15,3322,2208
100,2511,end,37,2963,2299
100,2874,end,35,3069,2621
100,2269,end,33,3123,2269
100,2521,end,0,3015,2513
100,2808,end,35,3213,2754
100,3513,end,60,3687,2852
100,2346,end,21,3107,2278
100,3388,end,76,3706,2832
100,3532,end,81,3672,2895
100,2465,end,45,3018,2287
100,2773,end,80,3276,2574
100,2805,end,36,3149,2563
100,3022,end,76,3178,2850
100,2293,end,5,2989,2179
100,2816,end,47,3011,2653
100,3314,end,91,3492,2694
81,4002,win,80,4002,2955
100,2674,end,45,3222,2597
100,1913,end,3,2990,1913
100,2990,end,67,3271,2840
100,3005,end,70,3282,2661
100,2922,end,4,3041,2391
100,2870,end,62,3437,2814
100,2671,end,53,3187,2557
100,2514,end,3,2977,2276
100,2791,end,52,3466,2755
100,2681,end,0,3015,2428
100,2607,end,22,3112,2530
100,2569,end,8,3179,2339
100,2775,end,89,2994,2493
100,2687,end,2,2958,2515
100,3460,end,70,3724,2835
100,2212,end,6,3021,2212
100,3378,end,99,3378,2805
100,2628,end,1,2927,2318
100,3563,end,72,3798,2826
100,3022,end,62,3268,2752
100,2090,end,14,3145,2090
100,2114,end,4,3041,2026
100,2935,end,93,3008,2535
100,3526,end,78,3829,2793
100,2937,end,38,3070,2670
100,3445,end,84,3462,2895
100,3014,end,41,3258,2784
100,2940,end,19,3294,2830
100,2992,end,71,3160,2791
100,2940,end,37,3073,2780
100,2504,end,2,2970,2420
100,2738,end,34,3074,2491
100,2976,end,93,3102,2391
100,2704,end,28,3169,2636
100,2881,end,50,3316,2800
100,3466,end,64,3621,2761
100,3482,end,79,3787,2910
100,3082,end,30,3291,2865
100,2785,end,40,3388,2753
100,2427,end,28,3285,2321
100,2063,end,0,3015,1876
100,2993,end,4,3072,2681
100,3045,end,33,3288,2789
100,2498,end,0,3015,2471
100,3468,end,78,3536,2801
100,3181,end,84,3321,2700
100,2776,end,31,3068,2671
100,3062,end,77,3295,2800
100,3608,end,99,3608,2895
100,3200,end,94,3336,2910
100,2916,end,65,3331,2618
100,3437,end,87,3592,2895
100,3175,end,80,3480,2895
100,2989,end,68,3246,2715
100,3464,end,98,3464,2723
100,2876,end,39,3109,2756
100,3040,end,77,3201,2792
100,2341,end,8,3106,2263
time,lastnum,result,maximumRoll,maximum,minimum
100,3360,end,77,3824,2764
100,2494,end,1,3050,2075
100,3617,end,79,3677,2316
100,1942,end,2,3025,1183
100,2368,end,0,2975,2244
82,4006,win,81,4006,2639
100,2817,end,87,3457,2306
75,4033,win,74,4033,2767
100,1217,end,0,2825,1085
47,4012,win,46,4012,2737
100,3386,end,85,3572,2386
100,2256,end,38,3867,1971
100,3287,end,38,3907,2825
61,4037,win,60,4037,2825
57,4071,win,56,4071,2780
100,1882,end,1,2885,1461
84,4018,win,83,4018,2416
100,1646,end,2,2850,1532
100,2451,end,42,3188,2049
100,2608,end,11,3464,1980
100,2444,end,11,3101,2171
100,2421,end,13,3282,2059
100,3098,end,99,3098,2286
100,1901,end,0,2825,1818
100,2023,end,8,3139,2023
100,3295,end,61,3469,2455
81,4008,win,80,4008,2593
100,3505,end,99,3505,2538
100,3658,end,99,3658,2782
100,2909,end,17,3229,2535
100,3323,end,98,3498,2445
100,3303,end,73,3974,2650
100,2738,end,45,3178,2479
100,3082,end,71,3814,2787
100,2309,end,36,3530,2204
100,1703,end,13,3102,1346
100,2837,end,56,3454,2650
100,2264,end,23,3276,2210
100,3799,end,97,3974,2601
100,2845,end,53,3293,2608
100,2633,end,60,3342,2546
100,3517,end,84,3797,2708
100,3135,end,70,3345,2439
100,2596,end,8,3219,2344
100,2376,end,8,3228,1868
100,2404,end,12,3014,2274
100,2861,end,20,3361,2565
100,1523,end,1,3000,1453
100,3081,end,67,3652,2497
100,2862,end,20,3296,2439
100,2105,end,54,2959,1975
100,3739,end,83,3904,2875
100,2447,end,4,2904,1915
100,2843,end,65,3138,2475
100,2717,end,68,3629,2714
100,2792,end,69,3267,2560
100,2425,end,27,3042,1918
100,2523,end,13,2985,1931
100,1963,end,0,3025,1466
100,2642,end,16,3016,1710
100,1830,end,0,2975,1700
70,4009,win,69,4009,2650
100,1640,end,2,2955,1516
100,1894,end,0,2825,1662
100,2669,end,17,3199,2518
100,2227,end,39,3152,2173
100,3013,end,38,3219,2505
100,3389,end,94,3481,2382
100,2191,end,20,3260,2106
100,3338,end,86,3575,2395
100,3363,end,59,3880,2732
100,3419,end,96,3540,2487
100,1875,end,0,2975,1551
100,3733,end,99,3733,2704
95,4036,win,94,4036,2564
100,2987,end,72,3283,2635
100,3617,end,38,3730,2713
100,3065,end,62,3561,2692
100,3315,end,85,3554,2462
100,3219,end,87,3226,2580
100,2471,end,13,3183,2316
100,2522,end,1,2930,1903
100,2388,end,11,2897,1526
100,2414,end,35,3121,2284
100,3573,end,81,3786,2850
76,4019,win,75,4019,2550
100,3495,end,99,3495,2139
100,1779,end,1,2930,1462
100,3120,end,46,3292,2461
100,1694,end,18,3109,1694
100,2523,end,19,3174,2226
100,3163,end,96,3278,2241
100,1067,end,9,3308,1067
100,3603,end,82,3734,2681
100,2794,end,65,3021,2179
100,2828,end,33,3542,2717
100,2301,end,14,3103,2088
100,3298,end,90,3628,2792
100,2054,end,26,3166,2051
100,3292,end,98,3292,2429
time,lastnum,result,maximumRoll,maximum,minimum
100,1287,end,17,3385,659
45,4104,win,44,4104,2420
100,1882,end,23,3290,1522
92,-23,lose,9,3076,-23
100,237,end,19,3221,97
100,2148,end,0,2950,1419
100,1005,end,7,2925,1005
98,-160,lose,6,2656,-160
100,2955,end,78,3566,2130
100,2049,end,11,3147,1669
100,1635,end,14,3256,1085
100,2087,end,32,3727,1463
100,169,end,2,2866,99
58,-175,lose,4,2840,-175
100,2581,end,24,3890,2356
100,1277,end,17,3268,1277
100,3162,end,70,3375,1673
49,4044,win,48,4044,2084
49,4017,win,48,4017,2336
33,4185,win,32,4185,2650
100,3470,end,86,3909,2332
100,1121,end,20,3035,283
100,1851,end,0,2650,896
63,4090,win,62,4090,1956
48,4112,win,47,4112,2700
100,1339,end,35,3377,1231
45,4040,win,44,4040,2650
100,3026,end,27,3360,2323
53,4085,win,52,4085,1968
100,665,end,0,3050,665
48,4108,win,47,4108,2631
95,4121,win,94,4121,1540
58,-76,lose,3,2958,-76
100,2049,end,0,2650,668
88,4011,win,87,4011,2304
61,-137,lose,2,2983,-137
99,4071,win,98,4071,2113
100,1268,end,21,3778,666
51,-29,lose,0,2950,-29
67,4074,win,66,4074,2420
87,4087,win,86,4087,2321
100,2012,end,8,3070,1249
100,2139,end,85,3463,1925
100,2454,end,45,3912,2027
100,2534,end,19,3334,1728
100,3314,end,82,3747,1603
100,2147,end,12,3068,1387
100,272,end,1,3100,62
96,-55,lose,0,2950,-55
25,4101,win,24,4101,2650
70,-91,lose,1,2875,-91
100,3031,end,40,3848,2383
100,2127,end,30,3871,2127
100,2201,end,46,3608,1610
100,2957,end,93,3517,1602
100,2743,end,24,2916,1554
94,-275,lose,0,2950,-275
100,3422,end,70,3828,2172
100,1120,end,28,3328,784
100,1025,end,1,2790,1025
100,2293,end,44,3668,1990
98,-321,lose,24,3096,-321
58,4057,win,57,4057,2018
100,3039,end,98,3389,1868
85,-2,lose,11,3542,-2
100,718,end,8,3166,267
100,2938,end,52,3281,2104
85,4005,win,84,4005,1600
100,1696,end,60,3289,1696
33,4063,win,32,4063,2528
100,484,end,0,3050,376
100,1536,end,71,2947,1374
100,2545,end,80,3497,1737
95,4120,win,94,4120,1984
100,1398,end,22,3120,1380
100,2338,end,53,3686,1692
100,1986,end,6,3094,1726
100,1623,end,6,3170,599
99,-262,lose,9,3372,-262
100,2174,end,49,3344,1339
53,4085,win,52,4085,2161
45,4043,win,44,4043,2650
100,1880,end,13,3528,1240
100,2321,end,27,3620,1307
97,-196,lose,9,3512,-196
100,1167,end,55,3252,951
100,3853,end,98,3853,816
100,3444,end,72,3604,1512
64,4031,win,63,4031,2470
100,2143,end,17,3264,1243
63,4058,win,62,4058,2528
100,1509,end,26,3217,1401
100,403,end,11,2923,35
100,2155,end,17,3125,1693
21,4060,win,20,4060,2700
100,3222,end,88,3748,1734
100,2280,end,40,3014,1224
100,2560,end,33,3270,2116
36,4020,win,35,4020,2650
100,2563,end,1,3100,1438
time,lastnum,result,maximumRoll,maximum,minimum
100,2769,end,38,3214,2536
100,3701,end,96,3806,2895
100,2721,end,23,3066,2685
100,2746,end,10,3086,2604
100,3558,end,90,3594,2925
100,3302,end,78,3662,2689
100,3039,end,39,3295,2823
100,3366,end,72,3512,2910
100,3199,end,36,3349,2679
100,2983,end,31,3415,2795
100,2701,end,78,3236,2623
100,2612,end,73,3292,2512
100,3104,end,68,3362,2706
100,2669,end,31,2924,2292
100,2560,end,26,3119,2482
100,2631,end,64,3122,2517
100,2421,end,3,3019,2389
100,3073,end,41,3468,2803
100,2778,end,0,3015,2517
100,2300,end,17,3163,2264
100,2932,end,76,3336,2786
100,2052,end,0,2895,2020
100,3390,end,98,3495,2796
100,3237,end,56,3902,2895
100,2725,end,1,2931,2223
100,3166,end,90,3273,2812
100,2682,end,60,3226,2578
100,2324,end,3,3042,2162
100,2053,end,33,3179,2022
100,3191,end,81,3386,2750
100,3293,end,79,3622,2826
100,3283,end,46,3512,2910
100,2614,end,0,3015,2562
100,1870,end,27,3091,1834
100,2253,end,0,3015,1995
100,2204,end,1,2958,2204
100,2440,end,59,3233,2398
100,2436,end,11,3034,2355
100,2659,end,36,3350,2623
100,2903,end,24,3604,2825
100,2974,end,56,3256,2760
100,3179,end,36,3462,2879
100,3147,end,70,3270,2794
100,3632,end,98,3632,2770
100,3229,end,90,3356,2581
100,2721,end,35,3155,2543
100,3082,end,95,3123,2511
100,3113,end,68,3571,2895
100,2974,end,73,3057,2568
100,2654,end,31,3018,2580
100,2522,end,48,2999,2486
100,1835,end,2,2963,1643
100,2933,end,37,3096,2722
100,3193,end,98,3193,2702
100,2911,end,19,3579,2799
100,2833,end,4,2946,2323
100,2904,end,20,3098,2604
100,2514,end,23,3158,2499
100,2518,end,72,3110,2518
100,2487,end,1,2931,2030
100,2190,end,1,2927,2190
100,3298,end,92,3319,2887
100,2543,end,4,3045,2362
100,2759,end,1,2962,2320
100,2093,end,5,3051,1958
100,3871,end,90,3941,2895
100,2832,end,0,3015,2574
100,2341,end,57,3353,2278
100,3423,end,99,3423,2834
100,2636,end,18,3194,2508
100,2216,end,4,2994,1957
100,2949,end,81,3341,2815
100,2452,end,47,3062,2348
100,3241,end,67,3479,2910
100,2754,end,0,3015,2535
100,2671,end,18,3178,2448
100,3078,end,97,3147,2598
100,2772,end,40,3421,2553
100,2659,end,44,3175,2579
100,2993,end,57,3449,2879
100,2586,end,8,3024,2501
100,2749,end,39,3288,2749
100,2490,end,11,3028,2400
100,2496,end,51,3034,2388
100,2497,end,30,3191,2357
100,2483,end,24,3329,2314
100,4036,win,99,4036,2910
100,2694,end,2,2910,2570
100,2654,end,12,3198,2590
100,2715,end,33,3281,2715
100,2499,end,67,3011,2381
100,3036,end,27,3529,2877
100,3071,end,84,3076,2713
100,2140,end,22,3367,2108
100,2269,end,2,3045,2133
100,2799,end,8,3031,2338
100,2952,end,67,3346,2847
100,3181,end,96,3286,2692
100,2920,end,89,3103,2555
100,2155,end,7,2968,2050
time,lastnum,result,maximumRoll,maximum,minimum
100,3102,end,15,3270,2885
97,3310,win,96,3310,2663
80,3305,win,79,3305,2658
100,2965,end,92,3060,2218
94,3312,win,93,3312,2717
20,3311,win,19,3311,2885
100,1939,end,13,2940,1759
100,2324,end,48,3199,2288
100,1747,end,0,2985,1622
100,3146,end,12,3239,2768
100,2838,end,49,3132,2588
100,3033,end,13,3086,2722
100,2552,end,1,2970,2417
100,2928,end,89,3224,2603
34,3316,win,33,3316,2895
100,2877,end,37,3076,2606
100,3079,end,46,3223,2787
100,2789,end,22,3021,2453
100,2240,end,15,3058,2166
100,3084,end,45,3092,2716
100,2813,end,43,3022,2728
100,2820,end,53,3242,2679
100,2786,end,0,2985,2386
100,2746,end,15,3135,2646
100,2979,end,94,3069,2640
52,3334,win,51,3334,2880
100,3157,end,98,3262,2621
100,2701,end,0,2985,2251
100,2330,end,21,2947,2313
100,2787,end,18,2990,2392
100,2383,end,0,3015,2205
100,2589,end,15,3050,2521
42,3319,win,41,3319,2908
100,2339,end,2,2937,1834
90,3324,win,89,3324,2790
100,2528,end,6,3005,2472
100,2353,end,3,2973,2259
45,3310,win,44,3310,2874
25,3332,win,24,3332,2864
100,2549,end,5,3045,2475
100,2445,end,1,3030,2410
100,3013,end,48,3255,2801
61,3307,win,60,3307,2775
100,2420,end,4,2952,2179
59,3350,win,58,3350,2860
100,2962,end,4,3041,2347
100,3115,end,92,3218,2775
100,2995,end,81,3275,2866
100,2676,end,72,3119,2609
100,2703,end,1,2958,2274
92,3304,win,91,3304,2647
100,1991,end,5,2931,1913
26,3340,win,25,3340,2925
30,3318,win,29,3318,2895
100,2533,end,7,3064,2258
100,2214,end,1,3000,2146
77,3304,win,76,3304,2675
100,3060,end,94,3108,2611
100,2608,end,36,3159,2530
100,3333,win,99,3333,2737
96,3337,win,95,3337,2645
100,2162,end,4,2988,2055
100,3084,end,84,3228,2511
100,2885,end,39,3110,2819
36,3316,win,35,3316,2790
47,3314,win,46,3314,2679
100,2964,end,55,3139,2794
61,3327,win,60,3327,2652
83,3326,win,82,3326,2695
100,2362,end,56,3213,2362
26,3333,win,25,3333,2853
71,3332,win,70,3332,2664
15,3315,win,14,3315,2895
100,3204,end,89,3239,2735
100,2795,end,26,3035,2688
100,2647,end,92,2941,2273
100,2963,end,16,3059,2350
100,2367,end,1,2931,2115
100,2627,end,19,3276,2490
47,3333,win,46,3333,2902
100,2671,end,52,3096,2671
100,2712,end,20,3048,2321
63,3329,win,62,3329,2781
63,3324,win,62,3324,2895
100,3224,end,40,3248,2828
100,2558,end,3,3005,2395
28,3307,win,27,3307,2841
58,3330,win,57,3330,2736
95,3327,win,94,3327,2719
100,2171,end,0,2985,2055
100,2604,end,7,3121,2297
100,3193,end,98,3298,2842
100,2430,end,12,3027,2310
100,2497,end,24,3065,2385
100,2708,end,9,3015,2607
100,2625,end,0,3015,2507
100,2644,end,6,2965,2465
100,2693,end,76,3003,2488
25,3313,win,24,3313,2784
100,2547,end,2,2963,2332
time,lastnum,result,maximumRoll,maximum,minimum
100,2623,end,0,2895,2372
79,3202,win,78,3202,2831
100,1955,end,1,2958,1804
100,2923,end,15,3060,2644
100,2366,end,16,3153,2335
21,3224,win,20,3224,2910
45,3206,win,44,3206,2720
100,2649,end,72,3105,2582
100,2886,end,44,3007,2606
27,3235,win,26,3235,2841
39,3217,win,38,3217,2839
16,3210,win,15,3210,2895
86,3205,win,85,3205,2526
67,3233,win,66,3233,2708
100,2424,end,42,3049,2424
37,3211,win,36,3211,2874
61,3219,win,60,3219,2794
21,3212,win,20,3212,2880
100,2588,end,12,3136,2167
100,2154,end,18,3054,2118
89,3211,win,88,3211,2588
100,2819,end,0,3015,2529
100,2842,end,91,3022,2416
100,2215,end,0,2895,2102
100,3120,end,94,3157,2790
48,3212,win,47,3212,2867
33,3222,win,32,3222,2883
38,3207,win,37,3207,2797
100,2629,end,1,3030,2353
100,2406,end,3,3001,2370
100,2217,end,0,2895,2034
100,2986,end,80,3159,2720
100,3100,end,8,3144,2753
89,3228,win,88,3228,2764
45,3239,win,44,3239,2895
38,3213,win,37,3213,2764
95,3211,win,94,3211,2734
16,3227,win,15,3227,2895
100,2673,end,0,2985,2208
24,3233,win,23,3233,2895
18,3234,win,17,3234,2847
30,3221,win,29,3221,2824
70,3215,win,69,3215,2842
100,2794,end,20,3066,2422
100,2616,end,7,3069,2185
100,2910,end,4,3045,2597
100,2771,end,63,3182,2667
70,3253,win,69,3253,2511
100,2146,end,0,2985,2145
100,2723,end,26,3156,2546
27,3207,win,26,3207,2853
100,2830,end,0,3015,2521
18,3202,win,17,3202,2895
100,2963,end,14,3090,2613
50,3209,win,49,3209,2698
67,3224,win,66,3224,2699
100,2788,end,3,3032,2394
70,3204,win,69,3204,2862
100,2483,end,24,3199,2269
30,3203,win,29,3203,2789
100,2302,end,1,3030,2103
15,3203,win,14,3203,2857
100,2909,end,35,3101,2627
69,3208,win,68,3208,2673
100,2639,end,19,3122,2585
50,3202,win,49,3202,2763
15,3210,win,14,3210,2895
100,2929,end,81,3011,2692
100,2828,end,37,3035,2612
100,1878,end,0,2985,1772
100,2591,end,23,3064,2461
100,2381,end,21,3009,2351
22,3202,win,21,3202,2895
100,2982,end,45,3153,2822
62,3216,win,61,3216,2769
100,2509,end,0,3015,2311
100,2485,end,62,3031,2417
100,3057,end,42,3065,2720
100,2489,end,17,3023,2393
11,3236,win,10,3236,2895
100,2788,end,20,3113,2437
67,3245,win,66,3245,2429
28,3201,win,27,3201,2910
12,3213,win,11,3213,2925
100,2746,end,62,3113,2482
100,2248,end,10,2918,1806
100,2957,end,60,3062,2669
32,3216,win,31,3216,2822
100,2670,end,5,3024,2562
71,3272,win,70,3272,2711
100,2947,end,92,3043,2580
23,3203,win,22,3203,2837
100,2523,end,4,3039,2277
47,3208,win,46,3208,2678
29,3212,win,28,3212,2790
49,3255,win,48,3255,2763
20,3206,win,19,3206,2910
100,2692,end,46,3053,2495
100,2837,end,1,3000,2526
100,2405,end,32,3122,2169
